Review Text,sentimen,Rating
nomor nik nama lengkap sesuai ktptapi daftar muncul nama sesuai dukcapil ri,neutral,4
aplikasi bagus tanggap mohon tingkat yaa terima kasih,positive,5
aplikasi layan mantap,positive,5
bagus sih ga lag,negative,4
bantu terkadang loading,positive,4
ribet bgt,negative,1
kali log out akun sayabegitu loginnik bilang salahpadahal nik gantiberulang kali coba gitu sajaapa solusi nyaa berobta susah akses gara aplikasi abal gin,negative,1
aplikasi ribet seduniaverifikasi wajah ngeselin bangetaplikasi ngeyelmending hapus aja aplikasiaplikasi uang aja nggk ribet kayak ginimoga aja yg aplikasi baca tau aplikasi busuk,negative,1
minta prosessilahkan coba mohon maaf ketidaknyamanan gin banget ya aplikasi,neutral,1
kali update aplikasi jkn ga buka,negative,1
verifikasi no teleponsudah kali coba,neutral,5
gimana ya udh minggu klo daftar faskes gak bsa sistem nya dri gak bsatolong baik sistem nya klo gak bsa,negative,1
bayar sulit login daftar tolong mudah login nya gak ribet pake autodebit,negative,1
bantu utk login bpjs,positive,5
jannuari eror tim it nya profesional,negative,1
aplikasi payah verifikaasi nomor hp gk udah kali kirim verifikasi gk pesan masuk gni kalo produk negeri gk ad yg bnar,negative,1
wey baik apk susah ny ampun,neutral,1
bpjs bantu sehat bangsa,positive,5
mudah daftar rs puskesmas terima kasih jkn,positive,5
depan sehat masyarakat,positive,5
ko kode verifikasi gk masuk masuk sih dah brapa minggu daftar pake nomor beda gk,negative,1
aplikasi bobrok loading mulusangat rekomendasipadahal aplikasi pemerintahbukannya mudah sulit,negative,1
pindah faskes ngga,neutral,1
bikin ribet,negative,1
aplikasi perintah rued ribet rebet sandi salah aja kasih x sempat udahnya nunggu sampe ber menit menit lolo,negative,1
masuk diupdate ga masuk tulis nik salah daftar,neutral,1
layan buruk kode captcha ga keluarr,negative,3
aplicasi ko suka logout logout muluuntuk apabikin buang daftar logout jd ga daftar onlain,negative,2
ruwet,neutral,2
aplikasi gabisa check in rs,negative,1
mudah obat puskesmas rujuk rumah sakit ga pagi ambil antri rmh udh dpt nomor antri,negative,5
periksa onlinepas apk daftar pake suruh verifikasi dulupas verifikasi susah ampunsms gak pindah whatsapp gak vermuk gagal gimana nih apk nya gua download daftar akundi pake kagak,negative,2
proses cepatakura,neutral,5
mudah reservasi faskes,positive,5
login sulit habis update otomatis logout kirim otp sms aja kagak mulu benerbener aplikasi sampah,negative,1
bagus tidk masuk susahsangat d sayang tolong d baharu yg daptar onlinesusah makasih mffsblm y,positive,1
good job jkn mobile,positive,5
aplikasi keredikit dikit update,negative,1
ribet pake pulsa ngirim otp nyusahin,negative,1
quick respon,positive,5
alhamdulillah bantu proses periksa sehat obat terimakasih,positive,5
cepat interaktif,positive,5
gak download kartu email,negative,2
mudah nomor antri pendaptaran mudah cari informasi sehat,positive,5
apa sinyal udh gb ngeleg udh ganti kuota ngeleg kek,negative,1
bikin rudet keluarga suruh kasih reting bintang susah orang orang kampung menghabat tangan darurat,negative,1
habis update susah ni apk ambil antri online aja error,negative,2
pop up koneksi pakai wifi paket data fixnya niat bikin aplikasi gak,negative,1
mudah hasil daftar pol gigi faskes gagal buka jam daftar online,negative,5
rekam wajah ulang udah smpai nunggu kirim otp gak masuk gimana aplikasi mudah sulit ahh,negative,1
aplikasi perintah eror kode otp gak kirim kirim,negative,1
ngambil antri jkn mobile gagal hubung rs,neutral,5
sipplah,neutral,5
bermamfaatdri jarak jg g mesti hrus kantor bpjs,neutral,5
boking control pake aplikasi nya mudah mah sulit ganggu apk g,negative,1
anga e an,neutral,5
aplikasi bagus,positive,5
gartitude of work realisasi transformasi mutu layan mudah cepat tara,positive,5
akses,neutral,1
knp login daftar susah captcha nya muncul tolong knp,neutral,3
log out aplikasi pas buka lupa pasword nya alhasil nunggu vertivikasi gak ku ulang kesel ah tau ribet aja,negative,2
eh loe hapus data riwayat medis gua aplikasi pakai segal rujuk surat control,negative,1
aplikasi bantu sy sehat,positive,5
aplikasi kesini kesana bener parah,negative,1
mantappp,positive,5
bantu rakyat terimakasih perintah,positive,5
gin kalo produk perintah ga yg bener benah benerin aplikasi nya banyak tikus makan uang negara bisa produk perintah jelek login gabisa,negative,1
mudah penggunaanya,positive,5
batu aplikasi mobile jkn ubah data payah kantor bpjs,positive,5
mudah proses,positive,5
aplikasi bohong login perangkat login habis gak login perangkat nye nye nye,neutral,1
bantu mobile jkn trimakasih jkn,positive,5
otp udh bener aduh busuk server nya gak jir nih mobile jkn,negative,1
gimana sih aplikasi udah suka log out pas login ulang kode otp gak kirim baik aplikasi nya gin,negative,1
gak banget verifikasi muka nya,negative,1
aplikasi mobile jkn mudah kantor langsung terima kasih moga trus manfaat masyarakat,positive,5
jempol moga kembang jaga amanah baik sukses,positive,5
aplikasi leled bngt niat gasih,negative,1
puas banget kkarena aplikasi mudah proses,positive,5
kode otp e nggak kirim ampas,negative,1
bintang krn login akun daftar gilir daftar kode referral valid,negative,1
verifikasi wajah susah vanget hedeh,negative,1
aplikasi mobile jkn mudah kait bpjs sehat,positive,5
tiba banget logout ngga logout gilir login kode pulih sandi ngga masuk,negative,1
gak tibatiba bpjs nonaktif golong tetangga duit aktif bpjsnya kocak kecewa berat sih udah neng bpjs kalo sakit udah gak mikirin biaya apa eh tibatiba non aktif alas,negative,1
aplikasi broken mu eror alas ofline internet mbps offline,negative,1
aplikasi mudah fitur lengkap saran metode bayar autodebet gopay dana gopay,neutral,5
tolong baik daftar online gabisa offline trs,neutral,1
tahan,positive,5
membantutp tolong layan tingkat,positive,5
mudah layan,positive,5
bagus jga layan via aplikasi skrng cepat tanggap,positive,5
kacau nunggu kode otp sekali dapet salah mulu,negative,1
aplikasi busuksetiap kali buka butuh banget suruh login login error tolong tingkat,negative,2
bantu manfaat,positive,5
aada nya aplikasi jkn sngat bantu smua,positive,5
kecewa daftar tunggu kode otp mohon baik,negative,1
login susahnyaampun dah,neutral,1
mudah urus sehat,positive,5
login nya gimna masukin nomor hp notifikasi nya muncul nomor hp,negative,1
saran download habis download kecewa udah daftar nik nomer hp dsb verifikasi kirim nomer hp orang kalo gimana pakai aplikasi x,negative,1
okeh,positive,5
susah log in capcha gk,negative,1
gampang banget ya,positive,5
bantu kantor dekat rumah ubah data,positive,5
ngganti no hp aja susah ampun rakyat,negative,1
jelek banget kualitas loading ambil antre pdhl signal bagus,negative,1
nanya jkn login hp,neutral,5
gak guna layan boking antri aplikasi rs gak guna aplikasi layan lempar lempar cabut gigi rujuk kali,negative,1
bayar tagih bpjs tgl januari bayar cek aplikasi menu info iur lunas tgl januari cek eh muncul tagih klo nyata bayar simpan bukti bayar,negative,1
fitur layan sehat dlm genggam,positive,5
gk suka log out,neutral,1
aplikasi mudah menilaimenimbang system os perangkat rendah lapis masyarakat miskintidak nikmat layan bpjs sehat sy harap aplikasi baik,positive,1
aplikasi lot muncul captcha,negative,1
oke sih,positive,5
jkn mantaapp,positive,5
suka,positive,5
app jelek banget susah masuk,negative,1
fungsi bantu,positive,5
aplikasi daftar sulit banget verifikasi ga,negative,1
aplikasi masak verifikasi no hp kirim kode verifikasi negara layan sehat aja susah,negative,1
aplikasi mudah masyarakat responnya cepat,positive,5
nomor handphone serta gimana sih orang aja daftar tolong sulit,negative,1
bagus pokok terima kasih,positive,5
sulit login tolong auto logout aduh,negative,1
bagus banget gak ejek bpjs kk kk ecek kk bpjs aktif gak,neutral,5
update gak tampil sihhh hitam gimana pakai tampil tolong baik,negative,1
alhamdulillah aplikasi mudah,positive,5
sulit daftar aja sulit verifikasi wajah ulang kali gagal suruh verifikasi wajah kantor bpjs dekat mudah,negative,1
aplikasi bantu mudah,positive,5
daftar kali update ya nama terganggung,neutral,5
layan mudah cepat,positive,5
ok terimakasih,positive,5
tagih anggota anggota masuk akun ngga,neutral,1
bagusaplikasinyatp lelet,negative,4
terima kasih aplikasi mudah,positive,5
sedia tidur apk mobile jkn beda data rumah sakit,positive,1
minggu gak login gara gara ganti pasword sms kode referal nya gak mulu niat gak sih bikin apk nyusahin tolong baik,negative,5
server kadang eror,neutral,5
aplikasi hrs login login ttp bikin repot obat daftar loginny susah,negative,1
aplikasi bantu dlm obat mana top da,positive,5
apasih aplikasi sendirijelas sinyal baguskuota offline,negative,2
gak yg kerja kah karyawan bpjs kode verifikasi aja banget jam gak kirimkirim,neutral,1
singkat daftar,positive,5
ya verifikasi nomor handphone pilih muncul verifikasi nya mohon jkn nya baik aplikasi biar trouble depan nya,negative,1
ruwet,neutral,1
oksudah bisahanya reset password,neutral,4
udah d updatepas masuk akun daftar daftar ulang udah d isi daftar disdukcapil,negative,1
banyak eror kalo serba sistem tolong baik,negative,3
eror,neutral,1
bpjs aktif beranda nama tanda silang merah rutin bayartapi klo klik serta aktif gimana tuh,neutral,3
log in stak menu log in,negative,2
kirim otpnya sms gak hitung ngulang kirim mintak otp udah nomor hp coba nggak kirim kode otpnya gimana nggak emosi kayak gin mending gak apk kayak gin,negative,1
baik,positive,5
muda layan cepat kantor bpjs,positive,5
logout susah masuk login pasword nik samapayah,negative,1
layan mudah,positive,5
jelek aplikasi nya masak log in aja susah nya mati klo niat aplikasi yg bner sikit omg,negative,1
nyebelin banget pake update mulu,neutral,1
ambil antre faskes tingkat ngak offline ambil antri tolong baik kualitas aplikasi team it aplikasi perintah tolong baik normal sesuai keluh guna aplikasi jkn mobile keluh guna aplikasi desember,negative,1
bantu kadang suka error aplikasi,positive,4
tolong bantu daftar mobile jkn,positive,5
knp ga buka aplikasi ya,neutral,5
biometrik daftar nyusahi,neutral,1
pas registrasi no handphone gaada kode verifikasi yg kirim sampe berkalikali tetep gabisa sampe udah ganti jaring ganti no handphone tetep gabisa,negative,1
daftar verifikasi notelepon nomer tulis klik kode verifikasi kirimpadahal coba ulang kali,negative,1
ya pas nginstal aplikasi hp tiba eror udah uninstal udah reset hp nya layar nya garis hitam,neutral,1
gak ganti sandi lupa otp sms gak masuk,negative,1
susah buka menu yg kunci,negative,1
kesini aplikasi error kalo login,negative,1
god job,positive,5
jkn mudah urus,positive,5
warbyasah,neutral,5
ganti hp login ko ga y gagal,neutral,1
bantu captcha tunggu jam login daftar tolong baik,neutral,1
akses mudah,positive,5
ya pas masuk aplikasi gak sandinik salah cek duh bantu bikin pusing deh,neutral,2
bagus daftar online otp verifikasi nomor hp masuk masuk,negative,1
masuk lupa pasword gmn yah,negative,3
respon baguspelayanan cepat,positive,5
ok,positive,5
aplikasi mudah fast respon,positive,5
ni aplikasi aneh buka logout trus gabisa log in sistem mulu bener aja bpjs atur sulit aplikasi sulit aneh,negative,1
hebat,positive,5
kasih bintang karna aplikasi lupa pswrd pswrd via sms mlh gk masuk kode otp ny tolong baik bugg ny urgent daftar onln gk jdiny,negative,2
terimakasih aplikasi bantu,positive,5
mantap apk,positive,5
adakan fitur rujuk kalo panjang surat rujuk aplikasi paskes kecuali rujuk kali paskes,neutral,5
bantu daftar antri loket daftar,positive,5
kesini fasilitas ok mudah terima kasih,positive,5
informasi yg mobile jkn lengkap aplikasi bantu serta bpjs sehat daftar ribet belit belit mula guna hp tdk tuntas daftar mobile jkn,positive,5
gmn ya abs daftar auto debet kog aplikasi gk bs buka,negative,2
dadak logout gak login,negative,1
apk ga niat bolak,negative,1
lupa paswordtrus kirim otp aja nunggu sampe kiamat ga kirim,negative,1
aplikasi jelek bgt eror suka capek masukin nik pasword mulu karna aplikasi log out ganti nomer hp jg susah verifikasi sms gak kirim sms nya gimana verifikasi coba smsnya aja gak kirim mohon baik min,negative,1
moga layan bpjs,positive,5
gimana sih nunggu verifikasi sms nya ga muncul aneh udah coba rwstar hape nomor apk ga bantu,negative,1
menggangu log out,neutral,1
aplikasi gak update masuk data gak,negative,1
atas keluh,neutral,1
sampah verifikasi aja gak,negative,1
bagus aplikasi fast respon mantap,positive,5
bagus bantu banget,positive,5
batu masyarakat,positive,5
,neutral,5
ya jalan lancar,positive,4
layan adu aplikasi sedia ngadu atensi layan keluh kandung spesial katakter cek satu tanda baca hapus layan tersbut kritik y,positive,2
suliylt dapaat kode otp,negative,1
aplikasi kayak buat tugas mahasiswa bug eror nyaa kode otp ga masuk notifikasi kali kalo bikin project yg bener uang project nya pangkasin,negative,1
mudah mudah ubah data,positive,5
bagus masyaallah layan,positive,5
kode captcha gak muncul muncul,negative,2
sistem verifikasi otp buruk,negative,1
kirim kode kaya ga respon gimana daftarlogin,negative,1
mobile jkn mudah daftar via online,positive,4
bantu thank,positive,5
aplikasi gampang log outmana captcha nya mutermuter doang,negative,1
kode verifikasi nya susah nya ampun uang pajak pake aplikasi mudah nyusahin,negative,1
mudah d mengertidan cepat tanggap,positive,5
suka tiba logout gilir log in sandi salah mulu udh bener kirim kode otp aja susah mulu ya ganggu ya daftar gimna sih niat bikin apk gak,negative,1
sungguh mudah,positive,5
aplikasi serta istri nyata tdk aktif salah data aktifasi via pandawa bimbing tugas puskesmas sdh aktif fakta aplikasi tdk aktif shg tdk daftar antri via aplikasi serta tahun kendala,negative,1
nice,positive,5
logout gajelas,negative,3
tolong captcha susah masuk,neutral,1
lancar mudah,positive,5
aplikasi nya bantu,positive,4
update bego log out masuk desak daftar rawat anak,neutral,1
apk tolol gak,negative,1
ganti faskes aja susah bgt,neutral,3
aplikasi susah terima kode otp tolong baik lg aplikasi aplikasi lg login niksalah,negative,1
akun log out jarang pakai kalo org umur jarang paham sistem login ulang aplikasi negara cacat,negative,1
gausah macem macem susah daftar udah lot kocak,negative,1
bantu sehat masyarakatterutama yg butuh tangan cepat efesienterimakasih jkn,positive,5
lumayan bantu gak ribet,positive,4
masalah aplikasi susah kasi orang yg tua yg erti,neutral,1
kode verifikasi,negative,1
aplikasi bermanfaaat mudah terimaksih aplikasi,positive,5
login gk bsa gmna sie suka log out,negative,3
susah bener daftar mentok sampe otp eror terus nyoba sampe capek,negative,1
bantu loveyou jkn,positive,5
aplikasi bantu jazakallau khair katsiran,positive,5
ok,positive,5
capcha nya ga njiirrrr,negative,1
susah login sdh daftar tp gagal masuk,neutral,4
keluh guna aplikasi pikir orang itnya layak ganti nih aplikasi skala nasional pakai it abalabal,negative,3
aplikasi bagus tahan,positive,5
ringan masyarakat obat,positive,5
apa urus perintah bikin ribet kode otp malam pagi ga kirim kirim real aplikasi cacat cocok korupsi,negative,1
nunggu captchanya banget,negative,3
parah aplikasi banget loh out,negative,3
aplikasi busuk digitalisasi mending manual ajadari susah rakyatsekelas aplikasi perintah kaya gin miris capta yg busuk ga diaksespengiriman kode otp abad gila sihkalau aplikasi yg bener duit korupsi mulu,negative,1
aplikasi mantap,positive,5
afk ya bgus cuman sinyal ajh yng suka bikin pusing ter nyata,negative,5
aplikasi yg sulit loginklo pake sistem online tutup sistem onlineklo tolong mudah,negative,1
bantu biar bintang yg mnjwb,positive,5
buka nik email no hp bener daftar daftar pakai nik yg terang nik guna,negative,1
terimakasih bantu,positive,5
